session_id,session_name,timestamp,speed_ms,voltage_v,current_a,power_w,energy_j,distance_m,latitude,longitude,altitude,gyro_x,gyro_y,gyro_z,accel_x,accel_y,accel_z,total_acceleration,message_id,uptime_seconds,throttle_pct,brake_pct,throttle,brake,data_source
5dde09d3-8a69-47e6-9e00-6c4c4d2da226,M 233,2026-03-21T21:45:19.673286+00:00,13.23,46.96,11.0,516.29,117781.19,3507.42,40.713939,-74.006138,97.8,0.182,-0.479,-2.955,-9.536,-2.591,10.104,14.133,1164,232.8,82.3,3.5,0.823,0.035,MOCK_NORMAL
5dde09d3-8a69-47e6-9e00-6c4c4d2da226,M 233,2026-03-21T21:45:19.980980+00:00,15.19,48.82,11.71,571.52,117895.49,3510.46,40.713821,-74.006085,96.48,0.406,-0.212,-1.444,9.8,-2.703,9.941,14.219,1165,233.0,83.9,2.2,0.839,0.022,MOCK_NORMAL
5dde09d3-8a69-47e6-9e00-6c4c4d2da226,M 233,2026-03-21T21:45:20.183457+00:00,13.76,47.84,10.61,507.7,117997.03,3513.21,40.713991,-74.006025,96.95,-0.257,-0.261,-1.946,-7.229,-2.091,10.2,12.675,1166,233.20000000000002,78.7,2.0,0.787,0.02,MOCK_NORMAL
5dde09d3-8a69-47e6-9e00-6c4c4d2da226,M 233,2026-03-21T21:45:20.384178+00:00,14.17,46.43,11.4,529.37,118102.91,3516.05,40.713974,-74.006227,96.66,-0.592,-0.067,-1.206,1.31,-2.285,9.763,10.112,1167,233.4,81.1,1.2,0.811,0.012,MOCK_NORMAL
5dde09d3-8a69-47e6-9e00-6c4c4d2da226,M 233,2026-03-21T21:45:20.588084+00:00,12.42,47.66,8.62,411.08,118185.12,3518.53,40.713775,-74.006378,95.58,1.228,0.083,-0.755,-8.626,-1.72,9.858,13.212,1168,233.60000000000002,90.4,2.4,0.904,0.024,MOCK_NORMAL
5dde09d3-8a69-47e6-9e00-6c4c4d2da226,M 233,2026-03-21T21:45:20.788467+00:00,16.63,47.58,11.77,560.02,118297.13,3521.86,40.713836,-74.006237,96.29,-0.886,0.266,-1.151,21.064,-2.782,9.484,23.268,1169,233.8,84.6,0.0,0.846,0.0,MOCK_NORMAL
5dde09d3-8a69-47e6-9e00-6c4c4d2da226,M 233,2026-03-21T21:45:20.989811+00:00,10.72,47.25,9.99,472.14,118391.56,3524.0,40.713764,-74.006333,94.56,1.357,-0.269,-0.956,-29.467,-1.272,9.51,30.99,1170,234.0,87.3,1.4,0.873,0.014,MOCK_NORMAL
5dde09d3-8a69-47e6-9e00-6c4c4d2da226,M 233,2026-03-21T21:45:21.191293+00:00,12.28,46.31,9.9,458.64,118483.29,3526.46,40.713767,-74.006345,94.96,0.031,-0.302,-2.018,8.005,-1.182,9.877,12.768,1171,234.20000000000002,90.3,2.1,0.903,0.021,MOCK_NORMAL
5dde09d3-8a69-47e6-9e00-6c4c4d2da226,M 233,2026-03-21T21:45:21.393827+00:00,9.78,48.35,10.56,510.7,118585.42,3528.41,40.713503,-74.00636,94.65,-0.53,0.215,-0.87,-12.633,-0.843,9.546,15.856,1172,234.4,84.4,2.0,0.844,0.02,MOCK_NORMAL
5dde09d3-8a69-47e6-9e00-6c4c4d2da226,M 233,2026-03-21T21:45:21.595586+00:00,13.62,45.65,10.5,479.47,118681.32,3531.14,40.713735,-74.006679,93.3,-0.548,0.06,-0.149,19.55,-1.422,10.252,22.121,1173,234.60000000000002,90.7,1.1,0.907,0.011,MOCK_NORMAL
5dde09d3-8a69-47e6-9e00-6c4c4d2da226,M 233,2026-03-21T21:45:21.800148+00:00,10.69,47.84,10.57,505.52,118782.42,3533.27,40.71357,-74.006642,92.37,0.296,0.174,-0.055,-15.04,-1.064,9.915,18.045,1174,234.8,83.5,3.5,0.835,0.035,MOCK_NORMAL
5dde09d3-8a69-47e6-9e00-6c4c4d2da226,M 233,2026-03-21T21:45:22.114137+00:00,12.5,50.08,10.74,537.72,118889.97,3535.77,40.713615,-74.006525,94.87,-0.029,0.08,-1.304,9.048,-0.733,9.93,13.454,1175,235.0,92.4,2.5,0.924,0.025,MOCK_NORMAL
5dde09d3-8a69-47e6-9e00-6c4c4d2da226,M 233,2026-03-21T21:45:22.321017+00:00,10.18,46.16,9.17,423.46,118974.66,3537.81,40.713554,-74.00658,92.31,0.575,0.086,0.084,-11.361,-0.685,9.556,14.861,1176,235.20000000000002,94.6,2.1,0.946,0.021,MOCK_NORMAL
5dde09d3-8a69-47e6-9e00-6c4c4d2da226,M 233,2026-03-21T21:45:22.529036+00:00,9.8,47.5,8.64,410.41,119056.74,3539.77,40.713581,-74.006585,95.31,0.02,0.337,-0.337,-1.652,-0.569,9.817,9.971,1177,235.4,87.5,2.2,0.875,0.022,MOCK_NORMAL
5dde09d3-8a69-47e6-9e00-6c4c4d2da226,M 233,2026-03-21T21:45:22.730284+00:00,9.82,46.81,9.93,464.57,119149.65,3541.74,40.713718,-74.006626,93.14,-0.506,0.458,0.096,0.514,-0.423,10.27,10.291,1178,235.60000000000002,83.5,3.0,0.835,0.03,MOCK_NORMAL
5dde09d3-8a69-47e6-9e00-6c4c4d2da226,M 233,2026-03-21T21:45:22.947908+00:00,10.65,47.88,9.21,440.78,119237.81,3543.87,40.713416,-74.006458,93.34,0.346,0.053,0.645,3.88,-0.207,9.403,10.175,1179,235.8,79.1,1.5,0.791,0.015,MOCK_NORMAL
5dde09d3-8a69-47e6-9e00-6c4c4d2da226,M 233,2026-03-21T21:45:23.149887+00:00,7.62,45.01,8.43,379.62,119313.73,3545.39,40.713528,-74.006682,91.93,1.686,-0.046,0.848,-15.079,0.12,9.796,17.982,1180,236.0,95.3,2.7,0.953,0.027,MOCK_NORMAL
5dde09d3-8a69-47e6-9e00-6c4c4d2da226,M 233,2026-03-21T21:45:23.369020+00:00,9.27,48.88,9.42,460.68,119405.87,3547.24,40.713503,-74.006717,94.06,-0.005,0.219,-1.033,7.646,0.358,9.971,12.57,1181,236.20000000000002,89.1,2.3,0.891,0.023,MOCK_NORMAL
5dde09d3-8a69-47e6-9e00-6c4c4d2da226,M 233,2026-03-21T21:45:23.570762+00:00,11.16,47.06,10.04,472.66,119500.4,3549.47,40.713464,-74.006848,91.63,0.333,0.295,1.046,8.988,0.458,9.646,13.192,1182,236.4,86.4,0.8,0.864,0.008,MOCK_NORMAL
5dde09d3-8a69-47e6-9e00-6c4c4d2da226,M 233,2026-03-21T21:45:23.774055+00:00,11.89,46.21,9.84,454.78,119591.36,3551.85,40.713463,-74.00675,89.41,-0.257,0.722,-0.252,3.487,0.674,9.607,10.242,1183,236.60000000000002,88.4,3.0,0.884,0.03,MOCK_NORMAL
5dde09d3-8a69-47e6-9e00-6c4c4d2da226,M 233,2026-03-21T21:45:23.995468+00:00,12.0,47.3,8.24,389.59,119669.27,3554.25,40.713184,-74.006914,92.53,0.871,-0.267,1.43,0.522,0.815,9.708,9.756,1184,236.8,89.1,2.2,0.891,0.022,MOCK_NORMAL
5dde09d3-8a69-47e6-9e00-6c4c4d2da226,M 233,2026-03-21T21:45:24.253350+00:00,10.5,48.24,8.8,424.58,119754.19,3556.35,40.713236,-74.006934,92.44,0.626,0.37,1.147,-8.015,1.166,9.345,12.366,1185,237.0,85.9,3.2,0.859,0.032,MOCK_NORMAL
5dde09d3-8a69-47e6-9e00-6c4c4d2da226,M 233,2026-03-21T21:45:24.460822+00:00,9.48,47.18,10.91,514.54,119857.1,3558.25,40.713114,-74.006851,92.55,0.673,-0.189,0.872,-5.28,1.125,9.739,11.135,1186,237.20000000000002,83.9,3.5,0.839,0.035,MOCK_NORMAL
5dde09d3-8a69-47e6-9e00-6c4c4d2da226,M 233,2026-03-21T21:45:24.663025+00:00,11.83,45.93,10.63,488.42,119954.78,3560.62,40.713046,-74.006898,93.92,-0.291,0.625,0.138,11.517,1.807,10.152,15.459,1187,237.4,87.1,3.2,0.871,0.032,MOCK_NORMAL
5dde09d3-8a69-47e6-9e00-6c4c4d2da226,M 233,2026-03-21T21:45:24.864748+00:00,10.95,48.39,9.03,437.04,120042.19,3562.81,40.713148,-74.007019,90.76,0.431,-0.127,2.167,-4.379,1.698,9.491,10.59,1188,237.60000000000002,89.0,2.4,0.89,0.024,MOCK_NORMAL
5dde09d3-8a69-47e6-9e00-6c4c4d2da226,M 233,2026-03-21T21:45:25.069885+00:00,14.0,47.83,9.8,468.89,120135.97,3565.61,40.713102,-74.007016,93.21,0.45,-0.155,2.263,14.702,2.819,10.024,18.016,1189,237.8,87.7,2.0,0.877,0.02,MOCK_NORMAL
5dde09d3-8a69-47e6-9e00-6c4c4d2da226,M 233,2026-03-21T21:45:25.272543+00:00,14.21,45.48,8.57,389.76,120213.92,3568.45,40.713191,-74.006954,90.85,-0.11,0.724,0.918,1.831,2.284,10.039,10.457,1190,238.0,86.5,2.2,0.865,0.022,MOCK_NORMAL
5dde09d3-8a69-47e6-9e00-6c4c4d2da226,M 233,2026-03-21T21:45:25.477398+00:00,13.45,46.17,10.5,484.99,120310.92,3571.14,40.713004,-74.007014,91.33,0.158,0.408,0.177,-3.879,2.043,9.793,10.73,1191,238.20000000000002,78.0,2.6,0.78,0.026,MOCK_NORMAL
5dde09d3-8a69-47e6-9e00-6c4c4d2da226,M 233,2026-03-21T21:45:25.679555+00:00,14.27,48.81,11.78,574.76,120425.87,3573.99,40.712969,-74.00705,92.13,-1.235,0.018,1.269,4.288,2.656,9.955,11.16,1192,238.4,56.1,40.0,0.561,0.4,MOCK_NORMAL
5dde09d3-8a69-47e6-9e00-6c4c4d2da226,M 233,2026-03-21T21:45:25.883650+00:00,14.76,46.82,11.16,522.65,120530.4,3576.95,40.712795,-74.006888,88.05,0.497,0.165,2.134,2.954,2.303,9.735,10.431,1193,238.60000000000002,71.4,1.2,0.714,0.012,MOCK_NORMAL
5dde09d3-8a69-47e6-9e00-6c4c4d2da226,M 233,2026-03-21T21:45:26.087110+00:00,13.43,46.97,9.89,464.7,120623.34,3579.63,40.713092,-74.006954,92.37,-0.473,0.13,1.775,-6.733,2.399,10.07,12.349,1194,238.8,71.7,3.3,0.717,0.033,MOCK_NORMAL
5dde09d3-8a69-47e6-9e00-6c4c4d2da226,M 233,2026-03-21T21:45:26.404593+00:00,14.88,47.24,10.01,472.83,120717.91,3582.61,40.712804,-74.006949,89.53,-0.169,-0.335,1.958,6.833,3.255,9.421,12.085,1195,239.0,52.8,37.4,0.528,0.374,MOCK_NORMAL
5dde09d3-8a69-47e6-9e00-6c4c4d2da226,M 233,2026-03-21T21:45:26.605571+00:00,14.72,44.25,9.56,423.18,120802.54,3585.55,40.712684,-74.006947,89.5,-0.223,0.376,1.822,-0.746,3.154,10.311,10.809,1196,239.20000000000002,76.0,3.2,0.76,0.032,MOCK_NORMAL
5dde09d3-8a69-47e6-9e00-6c4c4d2da226,M 233,2026-03-21T21:45:26.824589+00:00,16.5,46.4,9.64,447.47,120892.04,3588.85,40.712562,-74.007061,89.95,0.041,0.253,0.206,8.995,3.418,10.017,13.89,1197,239.4,78.4,3.6,0.784,0.036,MOCK_NORMAL
5dde09d3-8a69-47e6-9e00-6c4c4d2da226,M 233,2026-03-21T21:45:27.044025+00:00,15.76,48.34,11.31,546.61,121001.36,3592.01,40.71267,-74.007038,88.25,0.314,0.067,1.825,-3.315,3.088,9.543,10.564,1198,239.60000000000002,71.9,3.0,0.719,0.03,MOCK_NORMAL
5dde09d3-8a69-47e6-9e00-6c4c4d2da226,M 233,2026-03-21T21:45:27.260212+00:00,18.52,46.16,11.0,507.86,121102.93,3595.71,40.71257,-74.007153,89.68,-0.113,0.006,1.919,14.16,3.956,9.88,17.714,1199,239.8,71.3,1.7,0.713,0.017,MOCK_NORMAL
5dde09d3-8a69-47e6-9e00-6c4c4d2da226,M 233,2026-03-21T21:45:27.464937+00:00,16.55,48.52,12.3,596.63,121222.25,3599.02,40.712615,-74.006928,88.05,-0.035,-0.158,1.318,-9.548,3.163,9.563,13.879,1200,240.0,74.1,2.6,0.741,0.026,MOCK_NORMAL
5dde09d3-8a69-47e6-9e00-6c4c4d2da226,M 233,2026-03-21T21:45:27.682111+00:00,17.4,48.95,10.51,514.64,121325.18,3602.5,40.712498,-74.006829,89.61,-0.412,0.23,1.344,4.736,3.499,9.818,11.449,1201,240.20000000000002,18.5,75.6,0.185,0.756,MOCK_NORMAL
5dde09d3-8a69-47e6-9e00-6c4c4d2da226,M 233,2026-03-21T21:45:27.870367+00:00,18.64,46.73,11.1,518.75,121428.93,3606.23,40.712351,-74.006866,89.77,0.122,-0.174,2.203,6.999,3.73,9.739,12.56,1202,240.4,17.8,73.5,0.178,0.735,MOCK_NORMAL
5dde09d3-8a69-47e6-9e00-6c4c4d2da226,M 233,2026-03-21T21:45:28.072382+00:00,20.28,48.1,12.87,619.12,121552.76,3610.29,40.712469,-74.006862,89.78,0.158,-0.049,2.141,8.033,3.67,9.609,13.051,1203,240.60000000000002,18.1,69.4,0.181,0.694,MOCK_NORMAL
5dde09d3-8a69-47e6-9e00-6c4c4d2da226,M 233,2026-03-21T21:45:28.290467+00:00,19.33,46.53,11.25,523.58,121657.47,3614.15,40.712272,-74.006849,92.01,-0.314,-0.143,1.824,-5.034,3.427,9.913,11.635,1204,240.8,9.9,79.7,0.099,0.797,MOCK_NORMAL
5dde09d3-8a69-47e6-9e00-6c4c4d2da226,M 233,2026-03-21T21:45:28.554397+00:00,19.62,47.82,10.45,499.9,121757.45,3618.08,40.712496,-74.006813,91.03,0.322,-0.262,2.016,1.678,3.586,10.613,11.328,1205,241.0,18.0,62.6,0.18,0.626,MOCK_NORMAL
5dde09d3-8a69-47e6-9e00-6c4c4d2da226,M 233,2026-03-21T21:45:28.757556+00:00,17.79,48.57,10.8,524.72,121862.39,3621.64,40.712261,-74.006721,89.69,0.644,-0.309,0.652,-9.314,3.559,10.283,14.323,1206,241.20000000000002,17.1,60.6,0.171,0.606,MOCK_NORMAL
5dde09d3-8a69-47e6-9e00-6c4c4d2da226,M 233,2026-03-21T21:45:28.961620+00:00,21.24,49.18,10.67,524.54,121967.3,3625.88,40.712051,-74.006868,90.05,-0.932,-0.084,0.934,17.149,3.452,9.858,20.08,1207,241.4,16.0,59.0,0.16,0.59,MOCK_NORMAL
5dde09d3-8a69-47e6-9e00-6c4c4d2da226,M 233,2026-03-21T21:45:29.177154+00:00,19.89,47.42,11.51,545.72,122076.45,3629.86,40.71218,-74.006835,90.3,-0.348,-0.284,1.604,-6.662,2.611,9.755,12.098,1208,241.60000000000002,10.6,64.6,0.106,0.646,MOCK_NORMAL
5dde09d3-8a69-47e6-9e00-6c4c4d2da226,M 233,2026-03-21T21:45:29.378298+00:00,19.21,48.66,10.99,535.01,122183.45,3633.7,40.712079,-74.00697,88.65,-0.888,-0.073,0.818,-3.076,2.556,10.05,10.816,1209,241.8,11.0,60.5,0.11,0.605,MOCK_NORMAL
5dde09d3-8a69-47e6-9e00-6c4c4d2da226,M 233,2026-03-21T21:45:29.580360+00:00,20.72,50.94,11.73,597.46,122302.94,3637.85,40.712138,-74.00684,88.22,-0.148,0.528,1.554,7.522,3.109,9.675,12.643,1210,242.0,0.0,88.8,0.0,0.888,MOCK_NORMAL
5dde09d3-8a69-47e6-9e00-6c4c4d2da226,M 233,2026-03-21T21:45:29.788824+00:00,19.21,48.1,12.0,576.95,122418.33,3641.69,40.712178,-74.006853,90.02,0.772,-0.481,1.052,-7.187,2.194,9.5,12.113,1211,242.20000000000002,0.0,83.2,0.0,0.832,MOCK_NORMAL
5dde09d3-8a69-47e6-9e00-6c4c4d2da226,M 233,2026-03-21T21:45:30.003640+00:00,18.38,49.35,9.89,487.93,122515.92,3645.37,40.712134,-74.006568,91.14,0.407,1.01,2.287,-4.475,1.078,10.304,11.286,1212,242.4,5.9,58.9,0.059,0.589,MOCK_NORMAL
5dde09d3-8a69-47e6-9e00-6c4c4d2da226,M 233,2026-03-21T21:45:30.208888+00:00,20.17,49.97,13.05,652.1,122646.34,3649.4,40.712003,-74.006528,91.78,-0.206,-0.248,-0.257,9.476,1.019,10.094,13.882,1213,242.60000000000002,49.5,3.0,0.495,0.03,MOCK_NORMAL
5dde09d3-8a69-47e6-9e00-6c4c4d2da226,M 233,2026-03-21T21:45:30.412082+00:00,21.03,48.63,11.84,575.65,122761.47,3653.61,40.712006,-74.006595,90.01,-0.4,-0.156,1.118,4.622,0.986,9.767,10.85,1214,242.8,31.6,3.4,0.316,0.034,MOCK_NORMAL
5dde09d3-8a69-47e6-9e00-6c4c4d2da226,M 233,2026-03-21T21:45:30.694684+00:00,19.26,48.02,12.51,600.55,122881.58,3657.46,40.711845,-74.006386,89.64,-0.32,-0.125,-0.271,-8.351,0.376,9.975,13.014,1215,243.0,0.0,62.4,0.0,0.624,MOCK_NORMAL
5dde09d3-8a69-47e6-9e00-6c4c4d2da226,M 233,2026-03-21T21:45:30.895016+00:00,19.13,45.65,11.02,502.91,122982.16,3661.28,40.711904,-74.006489,91.92,-0.11,-0.052,0.568,-0.872,0.839,9.691,9.767,1216,243.20000000000002,38.9,2.7,0.389,0.027,MOCK_NORMAL
5dde09d3-8a69-47e6-9e00-6c4c4d2da226,M 233,2026-03-21T21:45:31.105552+00:00,19.58,47.88,10.44,499.84,123082.13,3665.2,40.712049,-74.006493,91.19,0.146,-0.064,2.015,2.165,0.663,9.782,10.041,1217,243.4,30.0,1.0,0.3,0.01,MOCK_NORMAL
5dde09d3-8a69-47e6-9e00-6c4c4d2da226,M 233,2026-03-21T21:45:31.315822+00:00,19.32,45.69,10.93,499.32,123181.99,3669.06,40.711966,-74.006558,90.61,-0.582,-0.018,0.342,-1.903,0.079,9.957,10.137,1218,243.60000000000002,24.1,0.0,0.241,0.0,MOCK_NORMAL
5dde09d3-8a69-47e6-9e00-6c4c4d2da226,M 233,2026-03-21T21:45:31.517938+00:00,15.8,48.03,11.48,551.37,123292.27,3672.22,40.711892,-74.006415,90.47,0.318,0.367,-0.141,-17.594,0.543,10.162,20.325,1219,243.8,37.1,2.4,0.371,0.024,MOCK_NORMAL
5dde09d3-8a69-47e6-9e00-6c4c4d2da226,M 233,2026-03-21T21:45:31.721433+00:00,14.94,46.47,10.28,477.88,123387.84,3675.21,40.71188,-74.006151,91.18,0.909,-0.291,0.325,-3.932,-0.365,10.202,10.94,1220,244.0,13.4,1.0,0.134,0.01,MOCK_NORMAL
5dde09d3-8a69-47e6-9e00-6c4c4d2da226,M 233,2026-03-21T21:45:31.922233+00:00,17.7,47.69,11.66,555.97,123499.04,3678.75,40.711869,-74.006333,91.48,0.687,-0.276,-1.312,13.928,-0.793,10.062,17.2,1221,244.20000000000002,23.3,4.5,0.233,0.045,MOCK_NORMAL
5dde09d3-8a69-47e6-9e00-6c4c4d2da226,M 233,2026-03-21T21:45:32.127552+00:00,18.06,50.05,10.17,508.76,123600.79,3682.36,40.711862,-74.00634,91.78,-0.641,0.389,-0.896,1.756,-1.244,10.012,10.241,1222,244.4,26.5,3.4,0.265,0.034,MOCK_NORMAL
5dde09d3-8a69-47e6-9e00-6c4c4d2da226,M 233,2026-03-21T21:45:32.330569+00:00,16.23,46.49,11.07,514.68,123703.73,3685.61,40.711777,-74.006157,92.51,1.333,0.185,-1.144,-9.489,-1.244,9.905,13.773,1223,244.60000000000002,27.0,2.2,0.27,0.022,MOCK_NORMAL
5dde09d3-8a69-47e6-9e00-6c4c4d2da226,M 233,2026-03-21T21:45:32.533955+00:00,16.44,47.79,8.82,421.36,123788.0,3688.9,40.711869,-74.006049,92.61,0.009,-0.277,-1.449,1.167,-0.847,9.919,10.023,1224,244.8,23.4,2.3,0.234,0.023,MOCK_NORMAL
5dde09d3-8a69-47e6-9e00-6c4c4d2da226,M 233,2026-03-21T21:45:32.848126+00:00,17.7,48.38,10.55,510.56,123890.11,3692.44,40.711745,-74.005962,92.25,-0.276,0.198,-0.539,6.093,-1.79,9.275,11.241,1225,245.0,25.8,1.4,0.258,0.014,MOCK_NORMAL
5dde09d3-8a69-47e6-9e00-6c4c4d2da226,M 233,2026-03-21T21:45:33.049776+00:00,15.1,49.09,11.42,560.5,124002.21,3695.46,40.711762,-74.005786,92.81,-0.353,0.29,-2.078,-13.069,-1.379,10.379,16.746,1226,245.20000000000002,25.7,2.3,0.257,0.023,MOCK_NORMAL
5dde09d3-8a69-47e6-9e00-6c4c4d2da226,M 233,2026-03-21T21:45:33.254712+00:00,13.08,47.41,10.08,477.76,124097.76,3698.07,40.711995,-74.005834,91.03,0.302,-0.478,-2.741,-10.298,-1.558,9.802,14.303,1227,245.4,25.9,0.8,0.259,0.008,MOCK_NORMAL
5dde09d3-8a69-47e6-9e00-6c4c4d2da226,M 233,2026-03-21T21:45:33.472799+00:00,14.21,45.19,10.99,496.6,124197.08,3700.91,40.711774,-74.005751,92.12,0.838,0.112,-2.755,5.276,-1.598,9.863,11.299,1228,245.60000000000002,26.1,2.7,0.261,0.027,MOCK_NORMAL
5dde09d3-8a69-47e6-9e00-6c4c4d2da226,M 233,2026-03-21T21:45:33.676891+00:00,12.78,46.76,10.04,469.43,124290.97,3703.47,40.711601,-74.005865,92.57,0.802,-0.285,-1.038,-6.729,-2.304,9.6,11.948,1229,245.8,21.4,3.2,0.214,0.032,MOCK_NORMAL
5dde09d3-8a69-47e6-9e00-6c4c4d2da226,M 233,2026-03-21T21:45:33.878564+00:00,13.26,48.33,9.0,435.04,124377.98,3706.12,40.711955,-74.005757,91.82,-0.251,0.024,-1.911,1.898,-2.107,9.823,10.224,1230,246.0,26.1,1.3,0.261,0.013,MOCK_NORMAL
5dde09d3-8a69-47e6-9e00-6c4c4d2da226,M 233,2026-03-21T21:45:34.115523+00:00,10.37,50.51,10.34,522.49,124482.47,3708.2,40.711784,-74.005976,94.16,0.472,-0.039,-1.885,-14.868,-1.99,9.984,18.019,1231,246.20000000000002,19.7,2.3,0.197,0.023,MOCK_NORMAL
5dde09d3-8a69-47e6-9e00-6c4c4d2da226,M 233,2026-03-21T21:45:34.329309+00:00,12.59,48.98,9.78,478.79,124578.23,3710.72,40.711822,-74.005742,91.2,-0.09,0.267,-2.024,10.622,-1.888,9.494,14.371,1232,246.4,25.9,3.2,0.259,0.032,MOCK_NORMAL
5dde09d3-8a69-47e6-9e00-6c4c4d2da226,M 233,2026-03-21T21:45:34.533604+00:00,13.07,48.02,11.8,566.57,124691.55,3713.33,40.711772,-74.005773,91.8,-0.066,-0.02,-0.839,2.221,-2.243,9.837,10.331,1233,246.60000000000002,24.3,3.6,0.243,0.036,MOCK_NORMAL
5dde09d3-8a69-47e6-9e00-6c4c4d2da226,M 233,2026-03-21T21:45:34.733098+00:00,10.27,47.01,9.79,460.16,124783.58,3715.38,40.711919,-74.005559,92.88,0.047,-0.115,-3.763,-13.674,-1.582,9.916,16.965,1234,246.8,22.8,2.9,0.228,0.029,MOCK_NORMAL
5dde09d3-8a69-47e6-9e00-6c4c4d2da226,M 233,2026-03-21T21:45:35.016152+00:00,12.03,47.33,8.38,396.44,124862.87,3717.79,40.711995,-74.005571,93.8,0.265,-0.133,-2.635,8.44,-2.912,9.96,13.376,1235,247.0,23.7,2.7,0.237,0.027,MOCK_NORMAL
5dde09d3-8a69-47e6-9e00-6c4c4d2da226,M 233,2026-03-21T21:45:35.217851+00:00,10.2,49.83,9.01,449.21,124952.71,3719.83,40.711814,-74.005619,92.63,0.32,0.18,-3.562,-9.669,-2.285,9.831,13.977,1236,247.20000000000002,22.7,2.5,0.227,0.025,MOCK_NORMAL
5dde09d3-8a69-47e6-9e00-6c4c4d2da226,M 233,2026-03-21T21:45:35.418566+00:00,8.91,46.6,11.15,519.65,125056.64,3721.61,40.71191,-74.005394,93.52,0.594,0.366,-2.288,-6.536,-1.75,9.972,12.051,1237,247.4,19.2,0.8,0.192,0.008,MOCK_NORMAL
5dde09d3-8a69-47e6-9e00-6c4c4d2da226,M 233,2026-03-21T21:45:35.635760+00:00,12.99,47.77,9.08,433.76,125143.39,3724.21,40.711966,-74.005586,93.71,0.142,-0.302,-1.758,20.74,-2.77,9.514,22.985,1238,247.60000000000002,19.7,2.5,0.197,0.025,MOCK_NORMAL
5dde09d3-8a69-47e6-9e00-6c4c4d2da226,M 233,2026-03-21T21:45:35.856480+00:00,11.17,47.77,9.68,462.37,125235.87,3726.44,40.712156,-74.005432,94.58,-0.262,-1.186,-3.226,-9.183,-2.205,10.008,13.76,1239,247.8,21.7,2.9,0.217,0.029,MOCK_NORMAL
5dde09d3-8a69-47e6-9e00-6c4c4d2da226,M 233,2026-03-21T21:45:36.072862+00:00,13.12,47.43,11.17,529.77,125341.82,3729.07,40.711786,-74.005331,94.86,0.216,0.2,-1.06,9.605,-2.042,10.126,14.105,1240,248.0,32.4,4.1,0.324,0.041,MOCK_NORMAL
5dde09d3-8a69-47e6-9e00-6c4c4d2da226,M 233,2026-03-21T21:45:36.290671+00:00,12.29,48.07,9.69,465.79,125434.98,3731.53,40.712328,-74.005287,93.34,-0.868,0.326,-2.409,-4.414,-2.729,9.846,11.13,1241,248.20000000000002,22.6,2.8,0.226,0.028,MOCK_NORMAL
5dde09d3-8a69-47e6-9e00-6c4c4d2da226,M 233,2026-03-21T21:45:36.491968+00:00,8.86,48.06,7.92,380.46,125511.07,3733.3,40.71211,-74.005336,94.5,-0.358,-0.051,-2.502,-16.855,-1.496,9.67,19.489,1242,248.4,27.9,0.0,0.279,0.0,MOCK_NORMAL
5dde09d3-8a69-47e6-9e00-6c4c4d2da226,M 233,2026-03-21T21:45:36.691975+00:00,11.24,50.74,9.18,465.83,125604.24,3735.54,40.712113,-74.005113,96.43,0.543,-0.469,-2.239,12.439,-1.98,9.747,15.927,1243,248.60000000000002,24.8,1.4,0.248,0.014,MOCK_NORMAL
5dde09d3-8a69-47e6-9e00-6c4c4d2da226,M 233,2026-03-21T21:45:36.895488+00:00,8.48,47.1,8.29,390.39,125682.31,3737.24,40.712257,-74.005314,94.69,0.38,-0.132,-0.976,-13.509,-1.542,9.605,16.647,1244,248.8,29.0,1.7,0.29,0.017,MOCK_NORMAL
5dde09d3-8a69-47e6-9e00-6c4c4d2da226,M 233,2026-03-21T21:45:37.149845+00:00,12.0,47.32,10.06,476.16,125777.55,3739.64,40.712158,-74.005148,95.15,0.04,-0.469,-0.781,17.729,-2.115,9.398,20.177,1245,249.0,25.0,1.8,0.25,0.018,MOCK_NORMAL
5dde09d3-8a69-47e6-9e00-6c4c4d2da226,M 233,2026-03-21T21:45:37.343861+00:00,8.3,50.33,7.95,400.24,125857.59,3741.3,40.712179,-74.005192,97.07,0.417,0.527,-1.142,-18.767,-1.121,9.677,21.145,1246,249.20000000000002,35.4,1.9,0.354,0.019,MOCK_NORMAL
5dde09d3-8a69-47e6-9e00-6c4c4d2da226,M 233,2026-03-21T21:45:37.546057+00:00,10.5,49.46,9.31,460.62,125949.72,3743.4,40.7123,-74.005258,96.79,0.518,-0.234,-0.894,10.717,-1.529,9.845,14.633,1247,249.4,31.9,1.2,0.319,0.012,MOCK_NORMAL
5dde09d3-8a69-47e6-9e00-6c4c4d2da226,M 233,2026-03-21T21:45:37.746953+00:00,12.03,48.11,10.83,521.21,126053.96,3745.81,40.712372,-74.005148,95.94,-0.291,0.216,-1.658,7.888,-1.515,9.979,12.81,1248,249.60000000000002,31.9,2.6,0.319,0.026,MOCK_NORMAL
5dde09d3-8a69-47e6-9e00-6c4c4d2da226,M 233,2026-03-21T21:45:37.962672+00:00,8.23,46.79,9.22,431.32,126140.22,3747.46,40.712327,-74.004962,97.32,0.285,0.253,-1.888,-19.216,-1.287,10.005,21.702,1249,249.8,14.7,38.3,0.147,0.383,MOCK_NORMAL
